Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Rungkut,2,1,90,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.124, Surabaya (-7.393119, 112.619605)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,2,1,90,50,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.41, Surabaya (-7.273014, 112.62545)",Dijual,Baik,1032000.0,Tinggi
Rungkut,2,1,90,50,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.157, Surabaya (-7.228214, 112.612333)",Dijual,Baik,1032000.0,Tinggi
Rungkut,2,1,90,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.15, Surabaya (-7.331046, 112.799216)",Dijual,Baik,1032000.0,Rendah
Kenjeran,3,2,57,114,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.45, Surabaya (-7.321941, 112.677415)",Keduanya,Buruk,1032000.0,Tinggi
Pakal,2,2,79,60,HGB - Hak Guna Bangunan,1300.0,,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Pakal Raya No.65, Surabaya (-7.221796, 112.781159)",Disewa,Buruk,1032000.0,Tinggi
Rungkut,2,1,52,53,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.89, Surabaya (-7.237278, 112.658717)",Disewa,Baik,1032000.0,Tinggi
Rungkut,1,1,52,53,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.71, Surabaya (-7.257009, 112.750641)",Keduanya,Baik,1032000.0,Rendah
Rungkut,2,1,52,53,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.9, Surabaya (-7.350241, 112.643813)",Disewa,Buruk,1032000.0,Tinggi
Rungkut,2,1,52,53,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.88, Surabaya (-7.217957, 112.699665)",Keduanya,Baik,1032000.0,Tinggi
Sambikerep,1,1,288,307,SHM - Sertifikat Hak Milik,3300.0,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,2 Mobil,,Ya,Butuh Renovasi,"Jl. Sambikerep Raya No.129, Surabaya (-7.369117, 112.764923)",Disewa,Baik,1000000.0,Tinggi
Benowo,2,2,65,66,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Baru,"Jl. Benowo Raya No.136, Surabaya (-7.274646, 112.763267)",Keduanya,Baik,1000000.0,Tinggi
Benowo,4,2,72,144,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Benowo Raya No.63, Surabaya (-7.39424, 112.758856)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,2,2,45,70,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Barat,Tidak,,,Tidak,Baru,"Jl. Sukolilo Raya No.139, Surabaya (-7.271256, 112.764747)",Disewa,Baik,1000000.0,Rendah
Tambaksari,2,2,45,90,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.81, Surabaya (-7.344571, 112.642294)",Dijual,Baik,1032000.0,Tinggi
Rungkut,3,2,48,63,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.136, Surabaya (-7.310065, 112.696443)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,2,48,63,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.163, Surabaya (-7.330947, 112.696974)",Disewa,Buruk,1032000.0,Rendah
Rungkut,3,2,50,66,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.163, Surabaya (-7.365449, 112.7781)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,3,2,50,80,HGB - Hak Guna Bangunan,,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,,Tidak,Baru,"Jl. Rungkut Raya No.33, Surabaya (-7.275604, 112.659378)",Disewa,Baik,1032000.0,Rendah
Sukolilo,3,2,50,65,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.123, Surabaya (-7.223605, 112.786299)",Disewa,Baik,1000000.0,Rendah
Rungkut,3,2,54,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.5, Surabaya (-7.208183, 112.690159)",Disewa,Baik,1032000.0,Tinggi
Kenjeran,3,2,60,63,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Kenjeran Raya No.41, Surabaya (-7.361531, 112.733957)",Disewa,Baik,1032000.0,Tinggi
Wiyung,2,2,60,120,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,,,,,,Bagus,"Jl. Wiyung Raya No.28, Surabaya (-7.256525, 112.653777)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,2,1,67,52,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Utara,,,,,Bagus,"Jl. Sukolilo Raya No.135, Surabaya (-7.267132, 112.68206)",Dijual,Baik,1000000.0,Tinggi
Benowo,3,2,72,72,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Benowo Raya No.72, Surabaya (-7.331324, 112.74196)",Disewa,Baik,1000000.0,Rendah
Benowo,2,1,72,60,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Benowo Raya No.12, Surabaya (-7.39618, 112.702549)",Keduanya,Baik,1000000.0,Rendah
Rungkut,3,1,72,64,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.162, Surabaya (-7.262042, 112.786142)",Keduanya,Baik,1032000.0,Tinggi
Tambaksari,2,1,78,78,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.33, Surabaya (-7.210901, 112.747425)",Disewa,Baik,1032000.0,Tinggi
Wiyung,2,1,81,80,SHM - Sertifikat Hak Milik,,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Wiyung Raya No.48, Surabaya (-7.273576, 112.712881)",Disewa,Baik,1000000.0,Tinggi
Wiyung,2,1,81,80,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.151, Surabaya (-7.312941, 112.777334)",Disewa,Baik,1000000.0,Tinggi
Tambaksari,3,2,84,100,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Tambaksari Raya No.62, Surabaya (-7.294969, 112.733111)",Dijual,Baik,1032000.0,Tinggi
Wiyung,3,1,84,60,SHM - Sertifikat Hak Milik,,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Wiyung Raya No.37, Surabaya (-7.360074, 112.729464)",Keduanya,Buruk,1000000.0,Rendah
Wiyung,3,1,84,60,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.99, Surabaya (-7.249891, 112.649274)",Dijual,Buruk,1000000.0,Tinggi
Krembangan,1,1,86,111,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Krembangan Raya No.172, Surabaya (-7.250716, 112.678971)",Dijual,Baik,1000000.0,Rendah
Benowo,3,1,90,85,HGB - Hak Guna Bangunan,1300.0,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Benowo Raya No.104, Surabaya (-7.370897, 112.736661)",Disewa,Baik,1000000.0,Tinggi
Rungkut,2,1,90,90,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.35, Surabaya (-7.224404, 112.778358)",Disewa,Baik,1032000.0,Tinggi
Sambikerep,2,2,90,92,SHM - Sertifikat Hak Milik,900.0,Tidak,Tidak,Unfurnished,1.0,Timur,Ya,,,Tidak,Baru,"Jl. Sambikerep Raya No.193, Surabaya (-7.346162, 112.663109)",Keduanya,Buruk,1000000.0,Tinggi
Semampir,3,1,90,85,HGB - Hak Guna Bangunan,1300.0,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Semampir Raya No.101, Surabaya (-7.203549, 112.643097)",Disewa,Baik,1274000.0,Rendah
Sukomanunggal,2,1,90,75,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Sukomanunggal Raya No.175, Surabaya (-7.323419, 112.718739)",Keduanya,Baik,1000000.0,Tinggi
Pakal,2,1,91,50,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Selatan,,,,,Baru,"Jl. Pakal Raya No.131, Surabaya (-7.364423, 112.613439)",Dijual,Baik,1032000.0,Tinggi
Rungkut,2,1,95,65,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.1, Surabaya (-7.329656, 112.742908)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,2,1,95,65,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.5, Surabaya (-7.311964, 112.740628)",Keduanya,Buruk,1032000.0,Tinggi
Rungkut,2,1,95,65,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Rungkut Raya No.142, Surabaya (-7.386138, 112.670993)",Keduanya,Baik,1032000.0,Tinggi
Pakal,2,1,97,105,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Pakal Raya No.103, Surabaya (-7.284356, 112.778536)",Dijual,Baik,1032000.0,Tinggi
Kenjeran,2,1,100,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Kenjeran Raya No.27, Surabaya (-7.280474, 112.700436)",Dijual,Baik,1032000.0,Tinggi
Rungkut,2,1,100,60,"Lainnya (PPJB,Girik,Adat,dll)",1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Baru,"Jl. Rungkut Raya No.137, Surabaya (-7.252214, 112.729153)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.15, Surabaya (-7.394166, 112.641916)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.90, Surabaya (-7.291752, 112.683468)",Keduanya,Baik,1032000.0,Rendah
Rungkut,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,1 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.42, Surabaya (-7.389419, 112.772484)",Keduanya,Buruk,1032000.0,Tinggi
Rungkut,3,1,100,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.124, Surabaya (-7.259771, 112.642588)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,2,1,100,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.179, Surabaya (-7.388854, 112.678115)",Dijual,Baik,1032000.0,Tinggi
Gubeng,3,1,104,110,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.63, Surabaya (-7.217654, 112.663615)",Dijual,Buruk,1147000.0,Tinggi
Pakal,2,1,105,70,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,,,Tidak,Bagus,"Jl. Pakal Raya No.96, Surabaya (-7.259583, 112.630222)",Keduanya,Baik,1032000.0,Tinggi
Benowo,3,1,112,70,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Utara,,,,,Bagus,"Jl. Benowo Raya No.52, Surabaya (-7.298522, 112.657944)",Keduanya,Baik,1000000.0,Rendah
Lakarsantri,2,1,112,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.96, Surabaya (-7.311699, 112.646554)",Dijual,Baik,1000000.0,Tinggi
Tambaksari,3,1,112,90,SHM - Sertifikat Hak Milik,900.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Tambaksari Raya No.132, Surabaya (-7.373865, 112.784719)",Keduanya,Buruk,1032000.0,Tinggi
Pakal,3,2,120,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,,,Tidak,Bagus,"Jl. Pakal Raya No.151, Surabaya (-7.3418, 112.748216)",Dijual,Baik,1032000.0,Tinggi
Sambikerep,3,2,135,260,HGB - Hak Guna Bangunan,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.143, Surabaya (-7.226208, 112.66322)",Disewa,Buruk,1000000.0,Tinggi
Gubeng,6,3,160,220,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.171, Surabaya (-7.219109, 112.752668)",Dijual,Baik,1147000.0,Rendah
Wiyung,5,3,240,275,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,4 Mobil,PAM atau PDAM,Tidak,,"Jl. Wiyung Raya No.29, Surabaya (-7.39985, 112.604428)",Keduanya,Baik,1000000.0,Rendah
Wiyung,5,4,256,400,SHM - Sertifikat Hak Milik,,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Wiyung Raya No.36, Surabaya (-7.281173, 112.705305)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,4,300,420,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.13, Surabaya (-7.25614, 112.650067)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,2,1,75,60,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.160, Surabaya (-7.276251, 112.622864)",Keduanya,Baik,1032000.0,Rendah
Rungkut,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.71, Surabaya (-7.383664, 112.776752)",Dijual,Baik,1032000.0,Tinggi
Rungkut,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.187, Surabaya (-7.356455, 112.639868)",Dijual,Buruk,1032000.0,Tinggi
Rungkut,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.86, Surabaya (-7.349932, 112.764478)",Disewa,Baik,1032000.0,Rendah
Rungkut,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.28, Surabaya (-7.233655, 112.682645)",Dijual,Baik,1032000.0,Tinggi
Rungkut,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.66, Surabaya (-7.30736, 112.602858)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.170, Surabaya (-7.302634, 112.746507)",Dijual,Baik,1032000.0,Rendah
Rungkut,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.45, Surabaya (-7.213021, 112.719272)",Dijual,Baik,1032000.0,Tinggi
Benowo,2,2,62,56,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Benowo Raya No.62, Surabaya (-7.272583, 112.668834)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.185, Surabaya (-7.220266, 112.656309)",Disewa,Baik,1032000.0,Tinggi
Rungkut,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Tenggara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.134, Surabaya (-7.308698, 112.614738)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Tenggara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.28, Surabaya (-7.370113, 112.788285)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,2,2,52,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.28, Surabaya (-7.214013, 112.698797)",Dijual,Buruk,1032000.0,Tinggi
Rungkut,2,2,52,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.108, Surabaya (-7.308259, 112.617105)",Dijual,Buruk,1032000.0,Tinggi
Rungkut,2,1,52,90,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.44, Surabaya (-7.363674, 112.773736)",Disewa,Baik,1032000.0,Rendah
Kenjeran,3,2,59,57,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Kenjeran Raya No.84, Surabaya (-7.339521, 112.655767)",Disewa,Baik,1032000.0,Tinggi
Benowo,4,2,72,140,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Benowo Raya No.30, Surabaya (-7.389839, 112.640721)",Dijual,Baik,1000000.0,Tinggi
Rungkut,2,1,84,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,,Tidak,Baru,"Jl. Rungkut Raya No.190, Surabaya (-7.30634, 112.656187)",Disewa,Baik,1032000.0,Tinggi
Benowo,3,2,114,114,SHM - Sertifikat Hak Milik,900.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Benowo Raya No.75, Surabaya (-7.229374, 112.712914)",Dijual,Baik,1000000.0,Rendah
Bubutan,2,2,127,187,"Lainnya (PPJB,Girik,Adat,dll)",,,,Unfurnished,2.0,,,,,,Bagus,"Jl. Bubutan Raya No.128, Surabaya (-7.213284, 112.614811)",Dijual,Baik,1147000.0,Tinggi
Wiyung,3,3,180,300,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.92, Surabaya (-7.21348, 112.696351)",Dijual,Baik,1000000.0,Tinggi
Benowo,2,2,91,91,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Baru,"Jl. Benowo Raya No.190, Surabaya (-7.374954, 112.779149)",Disewa,Baik,1000000.0,Tinggi
Benowo,3,2,114,114,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Benowo Raya No.129, Surabaya (-7.323589, 112.637634)",Keduanya,Baik,1000000.0,Tinggi
Benowo,3,2,114,114,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Benowo Raya No.121, Surabaya (-7.394354, 112.666238)",Disewa,Baik,1000000.0,Tinggi
Benowo,3,2,114,114,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Benowo Raya No.27, Surabaya (-7.228967, 112.679224)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,3,1,101,65,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.190, Surabaya (-7.328249, 112.717244)",Disewa,Buruk,1032000.0,Rendah
Rungkut,3,2,52,88,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.121, Surabaya (-7.273777, 112.783851)",Keduanya,Baik,1032000.0,Rendah
Pakal,2,1,78,55,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Pakal Raya No.116, Surabaya (-7.25702, 112.678908)",Keduanya,Baik,1032000.0,Rendah
Rungkut,5,2,96,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.3, Surabaya (-7.314031, 112.613831)",Disewa,Baik,1032000.0,Tinggi
Tambaksari,3,2,50,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tambaksari Raya No.103, Surabaya (-7.338712, 112.66959)",Disewa,Buruk,1032000.0,Rendah
Rungkut,3,2,52,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur Laut,Tidak,2 Mobil,,Tidak,,"Jl. Rungkut Raya No.198, Surabaya (-7.207557, 112.638017)",Keduanya,Baik,1032000.0,Rendah
Kenjeran,2,1,57,50,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Kenjeran Raya No.155, Surabaya (-7.207102, 112.730355)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Tambaksari Raya No.137, Surabaya (-7.342113, 112.605852)",Keduanya,Buruk,1032000.0,Tinggi
Tambaksari,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.62, Surabaya (-7.304075, 112.658386)",Keduanya,Baik,1032000.0,Tinggi
Tambaksari,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.165, Surabaya (-7.205431, 112.709035)",Dijual,Baik,1032000.0,Tinggi
Kenjeran,3,2,60,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.51, Surabaya (-7.399026, 112.655467)",Keduanya,Baik,1032000.0,Tinggi
