Nama_Aset,Lokasi,Luas_m2,Sertifikat,Lokasi_Pasti,Kondisi,Tipe_Iklan,NJOP_Rp_per_m2,Jumlah_Penduduk,Aksesibilitas
Bulak,"Jl. Setiabudhi, Bulak, Surabaya",1359,HGB,"Jl. Setiabudhi, Bulak, Surabaya (-7.252822, 112.728788)",Second,Disewa/Dijual,,43764.0,Buruk
Rungkut,"Gg. Dipenogoro, Rungkut, Surabaya",1408,HGB,"Gg. Dipenogoro, Rungkut, Surabaya (-7.253755, 112.712027)",Second,Disewa/Dijual,,123757.0,Buruk
Tambaksari,"Gg. Tebet Barat Dalam, Tambaksari, Surabaya",1169,Girik,"Gg. Tebet Barat Dalam, Tambaksari, Surabaya (-7.324822, 112.770353)",Second,Dijual,,214966.0,Baik
Karang Pilang,"Gg. Asia Afrika, Karang Pilang, Surabaya",1914,SHM,"Gg. Asia Afrika, Karang Pilang, Surabaya (-7.300275, 112.764486)",Second,Dijual,862000.0,,Baik
Simokerto,"Jl. Lembong, Simokerto, Surabaya",1944,SHM,"Jl. Lembong, Simokerto, Surabaya (-7.319912, 112.737394)",Second,Disewa/Dijual,,86897.0,Baik
Pabean Cantikan,"Jalan Rajiman, Pabean Cantikan, Surabaya",880,Girik,"Jalan Rajiman, Pabean Cantikan, Surabaya (-7.321516, 112.795094)",Second,Dijual,,,Baik
Sawahan,"Jl. Joyoboyo, Sawahan, Surabaya",1419,SHM,"Jl. Joyoboyo, Sawahan, Surabaya (-7.346311, 112.702220)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Gubeng,"Jl. Jend. Sudirman, Gubeng, Surabaya",935,Belum Bersertifikat,"Jl. Jend. Sudirman, Gubeng, Surabaya (-7.289044, 112.730372)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Sukolilo,"Jl. Waringin, Sukolilo, Surabaya",1829,Belum Bersertifikat,"Jl. Waringin, Sukolilo, Surabaya (-7.299732, 112.792107)",Second,Disewa,,110557.0,Baik
Sukolilo,"Gg. Wonoayu, Sukolilo, Surabaya",1322,HGB,"Gg. Wonoayu, Sukolilo, Surabaya (-7.344852, 112.732094)",Second,Disewa,,110557.0,Baik
Pakal,"Gang Setiabudhi, Pakal, Surabaya",940,SHM,"Gang Setiabudhi, Pakal, Surabaya (-7.322135, 112.725225)",Second,Disewa/Dijual,,59971.0,Baik
Pabean Cantikan,"Gg. Pasirkoja, Pabean Cantikan, Surabaya",743,Girik,"Gg. Pasirkoja, Pabean Cantikan, Surabaya (-7.259173, 112.753422)",Second,Disewa/Dijual,,,Buruk
Tegalsari,"Jalan KH Amin Jasuta, Tegalsari, Surabaya",977,SHM,"Jalan KH Amin Jasuta, Tegalsari, Surabaya (-7.326044, 112.782380)",Second,Dijual,,92014.0,Baik
Karang Pilang,"Gang Abdul Muis, Karang Pilang, Surabaya",1101,HGB,"Gang Abdul Muis, Karang Pilang, Surabaya (-7.335511, 112.710315)",Second,Disewa/Dijual,862000.0,,Baik
Tandes,"Jl. Merdeka, Tandes, Surabaya",1122,HGB,"Jl. Merdeka, Tandes, Surabaya (-7.301055, 112.794302)",Second,Disewa/Dijual,,87511.0,Baik
Sambikerep,"Gg. Rajawali Barat, Sambikerep, Surabaya",1736,Belum Bersertifikat,"Gg. Rajawali Barat, Sambikerep, Surabaya (-7.251435, 112.779507)",Second,Disewa,,63778.0,Buruk
Tegalsari,"Gang Asia Afrika, Tegalsari, Surabaya",1434,Girik,"Gang Asia Afrika, Tegalsari, Surabaya (-7.325794, 112.718125)",Second,Disewa/Dijual,,92014.0,Baik
Tambaksari,"Gang Cikutra Barat, Tambaksari, Surabaya",1112,HGB,"Gang Cikutra Barat, Tambaksari, Surabaya (-7.282786, 112.771201)",Second,Dijual,,214966.0,Baik
Rungkut,"Jl. BKR, Rungkut, Surabaya",1744,HGB,"Jl. BKR, Rungkut, Surabaya (-7.273838, 112.738496)",Second,Disewa/Dijual,,123757.0,Baik
Krembangan,"Jalan Sukajadi, Krembangan, Surabaya",861,HGB,"Jalan Sukajadi, Krembangan, Surabaya (-7.326236, 112.740229)",Second,Disewa,,109027.0,Baik
Karang Pilang,"Gg. Pelajar Pejuang, Karang Pilang, Surabaya",1708,HGB,"Gg. Pelajar Pejuang, Karang Pilang, Surabaya (-7.277178, 112.778329)",Second,Disewa,862000.0,,Baik
Sawahan,"Gang M.T Haryono, Sawahan, Surabaya",1275,SHM,"Gang M.T Haryono, Sawahan, Surabaya (-7.313222, 112.796278)",Second,Disewa,1032000.0,188693.0,Baik
Simokerto,"Gg. Wonoayu, Simokerto, Surabaya",1565,Girik,"Gg. Wonoayu, Simokerto, Surabaya (-7.286769, 112.712666)",Second,Disewa,,86897.0,Baik
Dukuh Pakis,"Jalan Laswi, Dukuh Pakis, Surabaya",1726,SHM,"Jalan Laswi, Dukuh Pakis, Surabaya (-7.286647, 112.742063)",Second,Disewa/Dijual,,56707.0,Baik
Lakarsantri,"Gg. KH Amin Jasuta, Lakarsantri, Surabaya",1096,HGB,"Gg. KH Amin Jasuta, Lakarsantri, Surabaya (-7.296423, 112.748094)",Second,Dijual,,59256.0,Baik
Tandes,"Jl. Jakarta, Tandes, Surabaya",1319,HGB,"Jl. Jakarta, Tandes, Surabaya (-7.340971, 112.737631)",Second,Dijual,,87511.0,Baik
Sambikerep,"Jalan BKR, Sambikerep, Surabaya",982,Girik,"Jalan BKR, Sambikerep, Surabaya (-7.266470, 112.736319)",Second,Dijual,,63778.0,Buruk
Pabean Cantikan,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya",945,SHM,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya (-7.317922, 112.705227)",Second,Disewa/Dijual,,,Baik
Sawahan,"Gang H.J Maemunah, Sawahan, Surabaya",1190,SHM,"Gang H.J Maemunah, Sawahan, Surabaya (-7.331348, 112.768554)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Asemrowo,"Jalan Wonoayu, Asemrowo, Surabaya",758,HGB,"Jalan Wonoayu, Asemrowo, Surabaya (-7.345922, 112.743621)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Bulak,"Jalan Dipatiukur, Bulak, Surabaya",1139,Belum Bersertifikat,"Jalan Dipatiukur, Bulak, Surabaya (-7.290911, 112.719479)",Second,Dijual,,43764.0,Baik
Tandes,"Jalan Ronggowarsito, Tandes, Surabaya",1408,Belum Bersertifikat,"Jalan Ronggowarsito, Tandes, Surabaya (-7.282244, 112.781603)",Second,Disewa/Dijual,,87511.0,Baik
Semampir,"Gang Joyoboyo, Semampir, Surabaya",1349,SHM,"Gang Joyoboyo, Semampir, Surabaya (-7.348341, 112.780256)",Second,Disewa/Dijual,,172669.0,Baik
Lakarsantri,"Gg. KH Amin Jasuta, Lakarsantri, Surabaya",1852,Girik,"Gg. KH Amin Jasuta, Lakarsantri, Surabaya (-7.298791, 112.748639)",Second,Disewa,,59256.0,Baik
Gubeng,"Jalan Pasir Koja, Gubeng, Surabaya",1090,SHM,"Jalan Pasir Koja, Gubeng, Surabaya (-7.327350, 112.729845)",Second,Disewa,1147000.0,123961.0,Baik
Sukolilo,"Gg. Jend. A. Yani, Sukolilo, Surabaya",1815,Girik,"Gg. Jend. A. Yani, Sukolilo, Surabaya (-7.285483, 112.763809)",Second,Dijual,,110557.0,Baik
Dukuh Pakis,"Jalan Waringin, Dukuh Pakis, Surabaya",1844,Girik,"Jalan Waringin, Dukuh Pakis, Surabaya (-7.332563, 112.728815)",Second,Disewa,,56707.0,Baik
Kenjeran,"Jl. KH Amin Jasuta, Kenjeran, Surabaya",1257,SHM,"Jl. KH Amin Jasuta, Kenjeran, Surabaya (-7.280906, 112.723601)",Second,Disewa,,181325.0,Baik
Semampir,"Jl. Raya Setiabudhi, Semampir, Surabaya",1613,HGB,"Jl. Raya Setiabudhi, Semampir, Surabaya (-7.311326, 112.773051)",Second,Disewa,,172669.0,Baik
Karang Pilang,"Gg. Kutai, Karang Pilang, Surabaya",1173,Belum Bersertifikat,"Gg. Kutai, Karang Pilang, Surabaya (-7.256327, 112.704033)",Second,Disewa/Dijual,862000.0,,Buruk
Sukolilo,"Gg. Moch. Toha, Sukolilo, Surabaya",1282,SHM,"Gg. Moch. Toha, Sukolilo, Surabaya (-7.336248, 112.709477)",Second,Disewa,,110557.0,Baik
Sambikerep,"Gg. Dipatiukur, Sambikerep, Surabaya",987,SHM,"Gg. Dipatiukur, Sambikerep, Surabaya (-7.315893, 112.700679)",Second,Disewa,,63778.0,Baik
Pakal,"Jl. Sadang Serang, Pakal, Surabaya",893,SHM,"Jl. Sadang Serang, Pakal, Surabaya (-7.338653, 112.715294)",Second,Disewa,,59971.0,Baik
Genteng,"Jalan Abdul Muis, Genteng, Surabaya",1775,Girik,"Jalan Abdul Muis, Genteng, Surabaya (-7.257531, 112.706899)",Second,Disewa/Dijual,,52924.0,Buruk
Kenjeran,"Gg. Suniaraja, Kenjeran, Surabaya",1105,SHM,"Gg. Suniaraja, Kenjeran, Surabaya (-7.262266, 112.799580)",Second,Dijual,,181325.0,Buruk
Tambaksari,"Jl. Surapati, Tambaksari, Surabaya",1772,SHM,"Jl. Surapati, Tambaksari, Surabaya (-7.324206, 112.728881)",Second,Disewa/Dijual,,214966.0,Baik
Gubeng,"Gang Jend. Sudirman, Gubeng, Surabaya",1606,Girik,"Gang Jend. Sudirman, Gubeng, Surabaya (-7.284002, 112.714927)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Karang Pilang,"Jalan Sentot Alibasa, Karang Pilang, Surabaya",1438,Girik,"Jalan Sentot Alibasa, Karang Pilang, Surabaya (-7.268278, 112.724100)",Second,Disewa,862000.0,,Buruk
Kenjeran,"Jalan Kapten Muslihat, Kenjeran, Surabaya",1173,HGB,"Jalan Kapten Muslihat, Kenjeran, Surabaya (-7.294480, 112.793613)",Second,Dijual,,181325.0,Baik
Lakarsantri,"Jalan Raya Setiabudhi, Lakarsantri, Surabaya",970,HGB,"Jalan Raya Setiabudhi, Lakarsantri, Surabaya (-7.297035, 112.752016)",Second,Disewa,,59256.0,Baik
Semampir,"Jl. HOS. Cokroaminoto, Semampir, Surabaya",1622,HGB,"Jl. HOS. Cokroaminoto, Semampir, Surabaya (-7.325815, 112.736482)",Second,Disewa,,172669.0,Baik
Kenjeran,"Jalan Antapani Lama, Kenjeran, Surabaya",1448,Girik,"Jalan Antapani Lama, Kenjeran, Surabaya (-7.340690, 112.787339)",Second,Dijual,,181325.0,Baik
Simokerto,"Gang Suniaraja, Simokerto, Surabaya",1863,HGB,"Gang Suniaraja, Simokerto, Surabaya (-7.260278, 112.739499)",Second,Dijual,,86897.0,Buruk
Dukuh Pakis,"Gg. Medokan Ayu, Dukuh Pakis, Surabaya",1608,Girik,"Gg. Medokan Ayu, Dukuh Pakis, Surabaya (-7.259958, 112.733501)",Second,Disewa/Dijual,,56707.0,Buruk
Gubeng,"Jalan Cihampelas, Gubeng, Surabaya",723,HGB,"Jalan Cihampelas, Gubeng, Surabaya (-7.286690, 112.720728)",Second,Dijual,1147000.0,123961.0,Baik
Tegalsari,"Jl. Pasirkoja, Tegalsari, Surabaya",1546,SHM,"Jl. Pasirkoja, Tegalsari, Surabaya (-7.316097, 112.737780)",Second,Disewa/Dijual,,92014.0,Baik
Karang Pilang,"Jl. Stasiun Wonokromo, Karang Pilang, Surabaya",979,Belum Bersertifikat,"Jl. Stasiun Wonokromo, Karang Pilang, Surabaya (-7.315079, 112.731668)",Second,Disewa/Dijual,862000.0,,Baik
Lakarsantri,"Jl. Gegerkalong Hilir, Lakarsantri, Surabaya",1216,Belum Bersertifikat,"Jl. Gegerkalong Hilir, Lakarsantri, Surabaya (-7.277404, 112.767730)",Second,Disewa,,59256.0,Baik
Genteng,"Gang Pasirkoja, Genteng, Surabaya",1729,Belum Bersertifikat,"Gang Pasirkoja, Genteng, Surabaya (-7.260289, 112.728958)",Second,Disewa,,52924.0,Buruk
Semampir,"Gg. Siliwangi, Semampir, Surabaya",854,Belum Bersertifikat,"Gg. Siliwangi, Semampir, Surabaya (-7.261291, 112.757720)",Second,Disewa,,172669.0,Buruk
Sawahan,"Jl. R.E Martadinata, Sawahan, Surabaya",1975,SHM,"Jl. R.E Martadinata, Sawahan, Surabaya (-7.272012, 112.706589)",Second,Dijual,1032000.0,188693.0,Baik
Karang Pilang,"Gg. Siliwangi, Karang Pilang, Surabaya",1975,SHM,"Gg. Siliwangi, Karang Pilang, Surabaya (-7.285797, 112.719129)",Second,Dijual,862000.0,,Baik
Sawahan,"Gang Siliwangi, Sawahan, Surabaya",1603,HGB,"Gang Siliwangi, Sawahan, Surabaya (-7.341586, 112.740741)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Sambikerep,"Jl. Erlangga, Sambikerep, Surabaya",1667,HGB,"Jl. Erlangga, Sambikerep, Surabaya (-7.333837, 112.793695)",Second,Disewa/Dijual,,63778.0,Baik
Wonokromo,"Jalan Bangka Raya, Wonokromo, Surabaya",1024,Girik,"Jalan Bangka Raya, Wonokromo, Surabaya (-7.260145, 112.737725)",Second,Disewa/Dijual,,144650.0,Buruk
Benowo,"Gg. Pelajar Pejuang, Benowo, Surabaya",1726,Girik,"Gg. Pelajar Pejuang, Benowo, Surabaya (-7.289357, 112.766407)",Second,Dijual,,69938.0,Baik
Asemrowo,"Jl. Raya Ujungberung, Asemrowo, Surabaya",1555,HGB,"Jl. Raya Ujungberung, Asemrowo, Surabaya (-7.349080, 112.725509)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Pakal,"Gg. Peta, Pakal, Surabaya",1275,HGB,"Gg. Peta, Pakal, Surabaya (-7.339853, 112.712703)",Second,Disewa/Dijual,,59971.0,Baik
Gubeng,"Gang Pacuan Kuda, Gubeng, Surabaya",823,SHM,"Gang Pacuan Kuda, Gubeng, Surabaya (-7.283650, 112.705854)",Second,Dijual,1147000.0,123961.0,Baik
Tegalsari,"Gang Jakarta, Tegalsari, Surabaya",1428,Belum Bersertifikat,"Gang Jakarta, Tegalsari, Surabaya (-7.349494, 112.730541)",Second,Disewa,,92014.0,Baik
Pakal,"Gang Suniaraja, Pakal, Surabaya",1900,HGB,"Gang Suniaraja, Pakal, Surabaya (-7.333919, 112.715766)",Second,Dijual,,59971.0,Baik
Genteng,"Jalan Pasir Koja, Genteng, Surabaya",1896,Girik,"Jalan Pasir Koja, Genteng, Surabaya (-7.295127, 112.717401)",Second,Disewa/Dijual,,52924.0,Baik
Semampir,"Jalan Pacuan Kuda, Semampir, Surabaya",1056,SHM,"Jalan Pacuan Kuda, Semampir, Surabaya (-7.280810, 112.776076)",Second,Disewa,,172669.0,Baik
Semampir,"Jalan Moch. Toha, Semampir, Surabaya",1482,Belum Bersertifikat,"Jalan Moch. Toha, Semampir, Surabaya (-7.284804, 112.701584)",Second,Dijual,,172669.0,Baik
Dukuh Pakis,"Jl. K.H. Wahid Hasyim, Dukuh Pakis, Surabaya",1451,HGB,"Jl. K.H. Wahid Hasyim, Dukuh Pakis, Surabaya (-7.327573, 112.755781)",Second,Disewa,,56707.0,Baik
Tandes,"Jalan Asia Afrika, Tandes, Surabaya",1306,HGB,"Jalan Asia Afrika, Tandes, Surabaya (-7.278782, 112.737946)",Second,Disewa,,87511.0,Baik
Bulak,"Gg. Cikutra Barat, Bulak, Surabaya",1333,SHM,"Gg. Cikutra Barat, Bulak, Surabaya (-7.326275, 112.750655)",Second,Disewa/Dijual,,43764.0,Baik
Tambaksari,"Jalan Waringin, Tambaksari, Surabaya",1629,SHM,"Jalan Waringin, Tambaksari, Surabaya (-7.317460, 112.756283)",Second,Dijual,,214966.0,Baik
Tandes,"Jl. Kendalsari, Tandes, Surabaya",1408,SHM,"Jl. Kendalsari, Tandes, Surabaya (-7.275351, 112.731337)",Second,Disewa/Dijual,,87511.0,Baik
Simokerto,"Jalan Laswi, Simokerto, Surabaya",1648,Girik,"Jalan Laswi, Simokerto, Surabaya (-7.285037, 112.729511)",Second,Dijual,,86897.0,Baik
Genteng,"Gg. Rajiman, Genteng, Surabaya",1862,Girik,"Gg. Rajiman, Genteng, Surabaya (-7.265078, 112.773340)",Second,Dijual,,52924.0,Buruk
Bulak,"Jalan Bangka Raya, Bulak, Surabaya",1839,SHM,"Jalan Bangka Raya, Bulak, Surabaya (-7.284239, 112.787128)",Second,Dijual,,43764.0,Baik
Karang Pilang,"Gg. Veteran, Karang Pilang, Surabaya",1971,Belum Bersertifikat,"Gg. Veteran, Karang Pilang, Surabaya (-7.293169, 112.719258)",Second,Disewa,862000.0,,Baik
Sawahan,"Jl. Rajawali Timur, Sawahan, Surabaya",1122,Girik,"Jl. Rajawali Timur, Sawahan, Surabaya (-7.340633, 112.709762)",Second,Disewa,1032000.0,188693.0,Baik
Simokerto,"Gang Abdul Muis, Simokerto, Surabaya",1180,Belum Bersertifikat,"Gang Abdul Muis, Simokerto, Surabaya (-7.313228, 112.789780)",Second,Disewa/Dijual,,86897.0,Baik
Sambikerep,"Jl. Ahmad Dahlan, Sambikerep, Surabaya",1598,Girik,"Jl. Ahmad Dahlan, Sambikerep, Surabaya (-7.323480, 112.734990)",Second,Dijual,,63778.0,Baik
Gubeng,"Gg. KH Amin Jasuta, Gubeng, Surabaya",1358,Girik,"Gg. KH Amin Jasuta, Gubeng, Surabaya (-7.325601, 112.755132)",Second,Dijual,1147000.0,123961.0,Baik
Semampir,"Jalan Rumah Sakit, Semampir, Surabaya",1022,Belum Bersertifikat,"Jalan Rumah Sakit, Semampir, Surabaya (-7.252699, 112.735954)",Second,Disewa,,172669.0,Buruk
Dukuh Pakis,"Gang Raya Setiabudhi, Dukuh Pakis, Surabaya",1574,Girik,"Gang Raya Setiabudhi, Dukuh Pakis, Surabaya (-7.310690, 112.712580)",Second,Dijual,,56707.0,Baik
Bulak,"Gg. Pasir Koja, Bulak, Surabaya",870,HGB,"Gg. Pasir Koja, Bulak, Surabaya (-7.260795, 112.758933)",Second,Disewa/Dijual,,43764.0,Buruk
Bulak,"Jalan KH Amin Jasuta, Bulak, Surabaya",1205,Girik,"Jalan KH Amin Jasuta, Bulak, Surabaya (-7.286886, 112.752514)",Second,Dijual,,43764.0,Baik
Gubeng,"Gang Cikapayang, Gubeng, Surabaya",1789,Girik,"Gang Cikapayang, Gubeng, Surabaya (-7.270519, 112.720299)",Second,Dijual,1147000.0,123961.0,Baik
Sambikerep,"Gang Ronggowarsito, Sambikerep, Surabaya",872,HGB,"Gang Ronggowarsito, Sambikerep, Surabaya (-7.299736, 112.745187)",Second,Disewa,,63778.0,Baik
Sambikerep,"Jl. Kendalsari, Sambikerep, Surabaya",1686,SHM,"Jl. Kendalsari, Sambikerep, Surabaya (-7.292310, 112.779695)",Second,Dijual,,63778.0,Baik
Sawahan,"Gg. Otto Iskandardinata, Sawahan, Surabaya",1155,Belum Bersertifikat,"Gg. Otto Iskandardinata, Sawahan, Surabaya (-7.300748, 112.759043)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Tambaksari,"Gg. BKR, Tambaksari, Surabaya",1068,HGB,"Gg. BKR, Tambaksari, Surabaya (-7.330476, 112.709692)",Second,Disewa/Dijual,,214966.0,Baik
Karang Pilang,"Gang M.H Thamrin, Karang Pilang, Surabaya",1957,HGB,"Gang M.H Thamrin, Karang Pilang, Surabaya (-7.277755, 112.754802)",Second,Disewa/Dijual,862000.0,,Baik
Gubeng,"Gang Moch. Toha, Gubeng, Surabaya",1402,HGB,"Gang Moch. Toha, Gubeng, Surabaya (-7.321923, 112.770274)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Dukuh Pakis,"Jalan M.T Haryono, Dukuh Pakis, Surabaya",733,SHM,"Jalan M.T Haryono, Dukuh Pakis, Surabaya (-7.347568, 112.779270)",Second,Disewa,,56707.0,Baik
Sukolilo,"Gg. Gegerkalong Hilir, Sukolilo, Surabaya",1092,Girik,"Gg. Gegerkalong Hilir, Sukolilo, Surabaya (-7.285453, 112.762912)",Second,Dijual,,110557.0,Baik
Benowo,"Jalan Pasir Koja, Benowo, Surabaya",925,HGB,"Jalan Pasir Koja, Benowo, Surabaya (-7.332289, 112.715266)",Second,Disewa,,69938.0,Baik
Rungkut,"Gg. Gedebage Selatan, Rungkut, Surabaya",1686,HGB,"Gg. Gedebage Selatan, Rungkut, Surabaya (-7.255954, 112.771017)",Second,Disewa/Dijual,,123757.0,Buruk
Sukolilo,"Jl. Medokan Ayu, Sukolilo, Surabaya",1405,SHM,"Jl. Medokan Ayu, Sukolilo, Surabaya (-7.254607, 112.767734)",Second,Dijual,,110557.0,Buruk
Pakal,"Jl. KH Amin Jasuta, Pakal, Surabaya",915,SHM,"Jl. KH Amin Jasuta, Pakal, Surabaya (-7.258514, 112.702443)",Second,Disewa,,59971.0,Buruk
Kenjeran,"Jl. HOS. Cokroaminoto, Kenjeran, Surabaya",1763,Belum Bersertifikat,"Jl. HOS. Cokroaminoto, Kenjeran, Surabaya (-7.312984, 112.741175)",Second,Dijual,,181325.0,Baik
Pabean Cantikan,"Jalan Ahmad Yani, Pabean Cantikan, Surabaya",1157,Belum Bersertifikat,"Jalan Ahmad Yani, Pabean Cantikan, Surabaya (-7.348454, 112.733295)",Second,Disewa/Dijual,,,Baik
Asemrowo,"Jalan Ciumbuleuit, Asemrowo, Surabaya",1319,SHM,"Jalan Ciumbuleuit, Asemrowo, Surabaya (-7.257168, 112.766941)",Second,Disewa/Dijual,916000.0,45547.0,Buruk
Karang Pilang,"Jl. Pasteur, Karang Pilang, Surabaya",1195,Girik,"Jl. Pasteur, Karang Pilang, Surabaya (-7.307182, 112.721614)",Second,Dijual,862000.0,,Baik
Krembangan,"Jl. Kutisari Selatan, Krembangan, Surabaya",1615,Belum Bersertifikat,"Jl. Kutisari Selatan, Krembangan, Surabaya (-7.253335, 112.759087)",Second,Dijual,,109027.0,Buruk
Semampir,"Gang Peta, Semampir, Surabaya",993,HGB,"Gang Peta, Semampir, Surabaya (-7.253638, 112.791321)",Second,Disewa/Dijual,,172669.0,Buruk
Tambaksari,"Jl. Kendalsari, Tambaksari, Surabaya",1331,HGB,"Jl. Kendalsari, Tambaksari, Surabaya (-7.264699, 112.779780)",Second,Disewa,,214966.0,Buruk
Semampir,"Jl. BKR, Semampir, Surabaya",931,Girik,"Jl. BKR, Semampir, Surabaya (-7.320555, 112.792146)",Second,Disewa/Dijual,,172669.0,Baik
Genteng,"Jalan Jend. Sudirman, Genteng, Surabaya",902,Belum Bersertifikat,"Jalan Jend. Sudirman, Genteng, Surabaya (-7.311490, 112.797851)",Second,Dijual,,52924.0,Baik
Semampir,"Gg. Rajawali Barat, Semampir, Surabaya",781,SHM,"Gg. Rajawali Barat, Semampir, Surabaya (-7.264886, 112.701067)",Second,Disewa,,172669.0,Buruk
Genteng,"Gang Sentot Alibasa, Genteng, Surabaya",776,Girik,"Gang Sentot Alibasa, Genteng, Surabaya (-7.318308, 112.762274)",Second,Disewa/Dijual,,52924.0,Baik
Wonokromo,"Gang M.H Thamrin, Wonokromo, Surabaya",1342,SHM,"Gang M.H Thamrin, Wonokromo, Surabaya (-7.333051, 112.741284)",Second,Dijual,,144650.0,Baik
Tambaksari,"Jl. Setiabudhi, Tambaksari, Surabaya",741,HGB,"Jl. Setiabudhi, Tambaksari, Surabaya (-7.294320, 112.785985)",Second,Dijual,,214966.0,Baik
Bulak,"Gang Ciumbuleuit, Bulak, Surabaya",1553,Belum Bersertifikat,"Gang Ciumbuleuit, Bulak, Surabaya (-7.256385, 112.725181)",Second,Dijual,,43764.0,Buruk
Sambikerep,"Gang Kutai, Sambikerep, Surabaya",1064,Girik,"Gang Kutai, Sambikerep, Surabaya (-7.280397, 112.798103)",Second,Disewa,,63778.0,Baik
Wonokromo,"Jalan BKR, Wonokromo, Surabaya",1059,Girik,"Jalan BKR, Wonokromo, Surabaya (-7.292994, 112.761371)",Second,Disewa,,144650.0,Baik
Sawahan,"Gg. Asia Afrika, Sawahan, Surabaya",731,HGB,"Gg. Asia Afrika, Sawahan, Surabaya (-7.340282, 112.779354)",Second,Disewa,1032000.0,188693.0,Baik
Krembangan,"Gang Bangka Raya, Krembangan, Surabaya",712,Belum Bersertifikat,"Gang Bangka Raya, Krembangan, Surabaya (-7.288499, 112.708560)",Second,Disewa,,109027.0,Baik
Tambaksari,"Gg. Sadang Serang, Tambaksari, Surabaya",1883,SHM,"Gg. Sadang Serang, Tambaksari, Surabaya (-7.250995, 112.718346)",Second,Dijual,,214966.0,Buruk
Sawahan,"Gg. Raya Setiabudhi, Sawahan, Surabaya",1726,Girik,"Gg. Raya Setiabudhi, Sawahan, Surabaya (-7.335992, 112.775840)",Second,Dijual,1032000.0,188693.0,Baik
Dukuh Pakis,"Jalan Siliwangi, Dukuh Pakis, Surabaya",810,SHM,"Jalan Siliwangi, Dukuh Pakis, Surabaya (-7.298167, 112.702199)",Second,Disewa,,56707.0,Baik
Krembangan,"Jl. Kutisari Selatan, Krembangan, Surabaya",1364,Belum Bersertifikat,"Jl. Kutisari Selatan, Krembangan, Surabaya (-7.262263, 112.781688)",Second,Disewa,,109027.0,Buruk
Tegalsari,"Gang Jend. A. Yani, Tegalsari, Surabaya",1546,HGB,"Gang Jend. A. Yani, Tegalsari, Surabaya (-7.275923, 112.701395)",Second,Dijual,,92014.0,Baik
Tandes,"Jalan Kiaracondong, Tandes, Surabaya",1431,HGB,"Jalan Kiaracondong, Tandes, Surabaya (-7.280298, 112.765712)",Second,Disewa/Dijual,,87511.0,Baik
Benowo,"Jalan Setiabudhi, Benowo, Surabaya",1788,Belum Bersertifikat,"Jalan Setiabudhi, Benowo, Surabaya (-7.279752, 112.736509)",Second,Disewa/Dijual,,69938.0,Baik
Kenjeran,"Gg. Cempaka, Kenjeran, Surabaya",1521,HGB,"Gg. Cempaka, Kenjeran, Surabaya (-7.314051, 112.761149)",Second,Dijual,,181325.0,Baik
Bulak,"Jl. Peta, Bulak, Surabaya",1414,Girik,"Jl. Peta, Bulak, Surabaya (-7.320641, 112.769603)",Second,Disewa,,43764.0,Baik
Pabean Cantikan,"Gg. Pasir Koja, Pabean Cantikan, Surabaya",1671,Girik,"Gg. Pasir Koja, Pabean Cantikan, Surabaya (-7.269064, 112.734248)",Second,Disewa,,,Buruk
Tandes,"Gg. Jayawijaya, Tandes, Surabaya",1230,Belum Bersertifikat,"Gg. Jayawijaya, Tandes, Surabaya (-7.268989, 112.710796)",Second,Dijual,,87511.0,Buruk
Genteng,"Gg. Jamika, Genteng, Surabaya",1541,Girik,"Gg. Jamika, Genteng, Surabaya (-7.263293, 112.706965)",Second,Disewa/Dijual,,52924.0,Buruk
Kenjeran,"Gg. Rajawali Timur, Kenjeran, Surabaya",747,HGB,"Gg. Rajawali Timur, Kenjeran, Surabaya (-7.258676, 112.758894)",Second,Dijual,,181325.0,Buruk
Tegalsari,"Gang M.H Thamrin, Tegalsari, Surabaya",1646,SHM,"Gang M.H Thamrin, Tegalsari, Surabaya (-7.298866, 112.752066)",Second,Dijual,,92014.0,Baik
Pabean Cantikan,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya",1339,SHM,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya (-7.299848, 112.774220)",Second,Dijual,,,Baik
Simokerto,"Jl. Dipenogoro, Simokerto, Surabaya",1412,Girik,"Jl. Dipenogoro, Simokerto, Surabaya (-7.270170, 112.750974)",Second,Disewa,,86897.0,Baik
Rungkut,"Jalan Moch. Toha, Rungkut, Surabaya",710,HGB,"Jalan Moch. Toha, Rungkut, Surabaya (-7.285004, 112.742245)",Second,Disewa,,123757.0,Baik
Krembangan,"Gg. Surapati, Krembangan, Surabaya",1014,SHM,"Gg. Surapati, Krembangan, Surabaya (-7.279803, 112.739809)",Second,Disewa,,109027.0,Baik
